Punto de entrega,FECHA_LECT,HORA_LECT,KWH_DEL_INT,KWH_REC_INT,VII_AVG_MEAN,KVARH_Q1_INT,KVARH_Q2_INT,KVARH_Q3_INT,KVARH_Q4_INT,POT_ACT_FACT
08119ELSTERA1800,03/03/2024,09:15:00,0.030975,0.000000,0.000000,0.009150,0.000000,0.000000,0.000000,0.123900
08119ELSTERA1800,03/03/2024,09:30:00,0.030700,0.000000,0.000000,0.008650,0.000000,0.000000,0.000000,0.122800
08119ELSTERA1800,03/03/2024,09:45:00,0.029700,0.000000,0.000000,0.008825,0.000000,0.000000,0.000000,0.118800
08119ELSTERA1800,03/03/2024,10:00:00,0.027625,0.000000,0.000000,0.008925,0.000000,0.000000,0.000000,0.110500
08119ELSTERA1800,03/03/2024,10:15:00,0.028275,0.000000,0.000000,0.008350,0.000000,0.000000,0.000000,0.113100
08119ELSTERA1800,03/03/2024,10:30:00,0.027200,0.000000,0.000000,0.008075,0.000000,0.000000,0.000000,0.108800
08119ELSTERA1800,03/03/2024,10:45:00,0.028350,0.000000,0.000000,0.008100,0.000000,0.000000,0.000000,0.113400
08119ELSTERA1800,03/03/2024,11:00:00,0.026625,0.000000,0.000000,0.008675,0.000000,0.000000,0.000000,0.106500
08119ELSTERA1800,03/03/2024,11:15:00,0.026875,0.000000,0.000000,0.008050,0.000000,0.000000,0.000000,0.107500
08119ELSTERA1800,03/03/2024,11:30:00,0.027325,0.000000,0.000000,0.006000,0.000000,0.000000,0.000000,0.109300
08119ELSTERA1800,03/03/2024,11:45:00,0.041675,0.000000,0.000000,0.011900,0.000000,0.000000,0.000000,0.166700
08119ELSTERA1800,03/03/2024,12:00:00,0.042475,0.000000,0.000000,0.014600,0.000000,0.000000,0.000000,0.169900
08119ELSTERA1800,03/03/2024,12:15:00,0.045750,0.000000,0.000000,0.017200,0.000000,0.000000,0.000000,0.183000
08119ELSTERA1800,03/03/2024,12:30:00,0.046125,0.000000,0.000000,0.017050,0.000000,0.000000,0.000000,0.184500
08119ELSTERA1800,03/03/2024,12:45:00,0.044800,0.000000,0.000000,0.016725,0.000000,0.000000,0.000000,0.179200
08119ELSTERA1800,03/03/2024,13:00:00,0.046325,0.000000,0.000000,0.015775,0.000000,0.000000,0.000000,0.185300
08119ELSTERA1800,03/03/2024,13:15:00,0.046975,0.000000,0.000000,0.019575,0.000000,0.000000,0.000000,0.187900
08119ELSTERA1800,03/03/2024,13:30:00,0.046750,0.000000,0.000000,0.020125,0.000000,0.000000,0.000000,0.187000
08119ELSTERA1800,03/03/2024,13:45:00,0.044900,0.000000,0.000000,0.017775,0.000000,0.000000,0.000000,0.179600
08119ELSTERA1800,03/03/2024,14:00:00,0.043250,0.000000,0.000000,0.014525,0.000000,0.000000,0.000000,0.173000
08119ELSTERA1800,03/03/2024,14:15:00,0.044150,0.000000,0.000000,0.020000,0.000000,0.000000,0.000000,0.176600
08119ELSTERA1800,03/03/2024,14:30:00,0.045900,0.000000,0.000000,0.019300,0.000000,0.000000,0.000000,0.183600
08119ELSTERA1800,03/03/2024,14:45:00,0.048625,0.000000,0.000000,0.017725,0.000000,0.000000,0.000000,0.194500
08119ELSTERA1800,03/03/2024,15:00:00,0.045650,0.000000,0.000000,0.015925,0.000000,0.000000,0.000000,0.182600
08119ELSTERA1800,03/03/2024,15:15:00,0.045125,0.000000,0.000000,0.015575,0.000000,0.000000,0.000000,0.180500
08119ELSTERA1800,03/03/2024,15:30:00,0.042375,0.000000,0.000000,0.016225,0.000000,0.000000,0.000000,0.169500
08119ELSTERA1800,03/03/2024,15:45:00,0.043325,0.000000,0.000000,0.016000,0.000000,0.000000,0.000000,0.173300
08119ELSTERA1800,03/03/2024,16:00:00,0.043200,0.000000,0.000000,0.015200,0.000000,0.000000,0.000000,0.172800
08119ELSTERA1800,03/03/2024,16:15:00,0.042775,0.000000,0.000000,0.017475,0.000000,0.000000,0.000000,0.171100
08119ELSTERA1800,03/03/2024,16:30:00,0.042700,0.000000,0.000000,0.017975,0.000000,0.000000,0.000000,0.170800
08119ELSTERA1800,03/03/2024,16:45:00,0.042925,0.000000,0.000000,0.018775,0.000000,0.000000,0.000000,0.171700
08119ELSTERA1800,03/03/2024,17:00:00,0.046650,0.000000,0.000000,0.022075,0.000000,0.000000,0.000000,0.186600
08119ELSTERA1800,03/03/2024,17:15:00,0.043700,0.000000,0.000000,0.020725,0.000000,0.000000,0.000000,0.174800
08119ELSTERA1800,03/03/2024,17:30:00,0.042000,0.000000,0.000000,0.016650,0.000000,0.000000,0.000000,0.168000
08119ELSTERA1800,03/03/2024,17:45:00,0.042250,0.000000,0.000000,0.019150,0.000000,0.000000,0.000000,0.169000
08119ELSTERA1800,03/03/2024,18:00:00,0.041375,0.000000,0.000000,0.016175,0.000000,0.000000,0.000000,0.165500
08119ELSTERA1800,03/03/2024,18:15:00,0.038925,0.000000,0.000000,0.013425,0.000000,0.000000,0.000000,0.155700
08119ELSTERA1800,03/03/2024,18:30:00,0.043475,0.000000,0.000000,0.017100,0.000000,0.000000,0.000000,0.173900
08119ELSTERA1800,03/03/2024,18:45:00,0.051375,0.000000,0.000000,0.018625,0.000000,0.000000,0.000000,0.205500
08119ELSTERA1800,03/03/2024,19:00:00,0.070075,0.000000,0.000000,0.020325,0.000000,0.000000,0.000000,0.280300
08119ELSTERA1800,03/03/2024,19:15:00,0.077525,0.000000,0.000000,0.022475,0.000000,0.000000,0.000000,0.310100
08119ELSTERA1800,03/03/2024,19:30:00,0.078575,0.000000,0.000000,0.021975,0.000000,0.000000,0.000000,0.314300
08119ELSTERA1800,03/03/2024,19:45:00,0.083050,0.000000,0.000000,0.022675,0.000000,0.000000,0.000000,0.332200
08119ELSTERA1800,03/03/2024,20:00:00,0.077725,0.000000,0.000000,0.019900,0.000000,0.000000,0.000000,0.310900
08119ELSTERA1800,03/03/2024,20:15:00,0.076100,0.000000,0.000000,0.018100,0.000000,0.000000,0.000000,0.304400
08119ELSTERA1800,03/03/2024,20:30:00,0.077025,0.000000,0.000000,0.019100,0.000000,0.000000,0.000000,0.308100
08119ELSTERA1800,03/03/2024,20:45:00,0.074400,0.000000,0.000000,0.019200,0.000000,0.000000,0.000000,0.297600
08119ELSTERA1800,03/03/2024,21:00:00,0.071100,0.000000,0.000000,0.019875,0.000000,0.000000,0.000000,0.284400
08119ELSTERA1800,03/03/2024,21:15:00,0.071500,0.000000,0.000000,0.021500,0.000000,0.000000,0.000000,0.286000
08119ELSTERA1800,03/03/2024,21:30:00,0.074800,0.000000,0.000000,0.020200,0.000000,0.000000,0.000000,0.299200
08119ELSTERA1800,03/03/2024,21:45:00,0.073325,0.000000,0.000000,0.017800,0.000000,0.000000,0.000000,0.293300
08119ELSTERA1800,03/03/2024,22:00:00,0.071700,0.000000,0.000000,0.018925,0.000000,0.000000,0.000000,0.286800
08119ELSTERA1800,03/03/2024,22:15:00,0.069675,0.000000,0.000000,0.017925,0.000000,0.000000,0.000000,0.278700
08119ELSTERA1800,03/03/2024,22:30:00,0.067700,0.000000,0.000000,0.017025,0.000000,0.000000,0.000000,0.270800
08119ELSTERA1800,03/03/2024,22:45:00,0.063000,0.000000,0.000000,0.017375,0.000000,0.000000,0.000000,0.252000
08119ELSTERA1800,03/03/2024,23:00:00,0.057650,0.000000,0.000000,0.017150,0.000000,0.000000,0.000000,0.230600
08119ELSTERA1800,03/03/2024,23:15:00,0.055375,0.000000,0.000000,0.017575,0.000000,0.000000,0.000000,0.221500
08119ELSTERA1800,03/03/2024,23:30:00,0.054050,0.000000,0.000000,0.018075,0.000000,0.000000,0.000000,0.216200
08119ELSTERA1800,03/03/2024,23:45:00,0.054675,0.000000,0.000000,0.019350,0.000000,0.000000,0.000000,0.218700
08119ELSTERA1800,04/03/2024,00:00:00,0.050925,0.000000,0.000000,0.016800,0.000000,0.000000,0.000000,0.203700
08119ELSTERA1800,04/03/2024,00:15:00,0.049075,0.000000,0.000000,0.016200,0.000000,0.000000,0.000000,0.196300
08119ELSTERA1800,04/03/2024,00:30:00,0.050125,0.000000,0.000000,0.018750,0.000000,0.000000,0.000000,0.200500
08119ELSTERA1800,04/03/2024,00:45:00,0.049300,0.000000,0.000000,0.017725,0.000000,0.000000,0.000000,0.197200
08119ELSTERA1800,04/03/2024,01:00:00,0.049325,0.000000,0.000000,0.017675,0.000000,0.000000,0.000000,0.197300
08119ELSTERA1800,04/03/2024,01:15:00,0.048925,0.000000,0.000000,0.019125,0.000000,0.000000,0.000000,0.195700
08119ELSTERA1800,04/03/2024,01:30:00,0.049000,0.000000,0.000000,0.019175,0.000000,0.000000,0.000000,0.196000
08119ELSTERA1800,04/03/2024,01:45:00,0.048100,0.000000,0.000000,0.018875,0.000000,0.000000,0.000000,0.192400
08119ELSTERA1800,04/03/2024,02:00:00,0.044700,0.000000,0.000000,0.016675,0.000000,0.000000,0.000000,0.178800
08119ELSTERA1800,04/03/2024,02:15:00,0.046275,0.000000,0.000000,0.017925,0.000000,0.000000,0.000000,0.185100
08119ELSTERA1800,04/03/2024,02:30:00,0.046525,0.000000,0.000000,0.020025,0.000000,0.000000,0.000000,0.186100
08119ELSTERA1800,04/03/2024,02:45:00,0.046050,0.000000,0.000000,0.020075,0.000000,0.000000,0.000000,0.184200
08119ELSTERA1800,04/03/2024,03:00:00,0.043225,0.000000,0.000000,0.016975,0.000000,0.000000,0.000000,0.172900
08119ELSTERA1800,04/03/2024,03:15:00,0.046050,0.000000,0.000000,0.020375,0.000000,0.000000,0.000000,0.184200
08119ELSTERA1800,04/03/2024,03:30:00,0.044650,0.000000,0.000000,0.017625,0.000000,0.000000,0.000000,0.178600
08119ELSTERA1800,04/03/2024,03:45:00,0.045100,0.000000,0.000000,0.020400,0.000000,0.000000,0.000000,0.180400
08119ELSTERA1800,04/03/2024,04:00:00,0.043750,0.000000,0.000000,0.018125,0.000000,0.000000,0.000000,0.175000
08119ELSTERA1800,04/03/2024,04:15:00,0.045225,0.000000,0.000000,0.017875,0.000000,0.000000,0.000000,0.180900
08119ELSTERA1800,04/03/2024,04:30:00,0.044425,0.000000,0.000000,0.016550,0.000000,0.000000,0.000000,0.177700
